Indian/Christmas|(UTC+07:00) GMT+07:00|GMT+07:00|7:0:0
Asia/Tomsk|(UTC+07:00) GMT+07:00|GMT+07:00|7:0:0
Asia/Jakarta|(UTC+07:00) GMT+07:00|GMT+07:00|7:0:0
Asia/Pontianak|(UTC+07:00) GMT+07:00|GMT+07:00|7:0:0
Asia/Novokuznetsk|(UTC+07:00) GMT+07:00|GMT+07:00|7:0:0
Asia/Krasnoyarsk|(UTC+07:00) GMT+07:00|GMT+07:00|7:0:0
Asia/Ho_Chi_Minh|(UTC+07:00) GMT+07:00|GMT+07:00|7:0:0
Asia/Hovd|(UTC+07:00) GMT+07:00|GMT+07:00|7:0:0
Antarctica/Davis|(UTC+07:00) GMT+07:00|GMT+07:00|7:0:0
Australia/Perth|(UTC+08:00) GMT+08:00|GMT+08:00|8:0:0
Asia/Manila|(UTC+08:00) GMT+08:00|GMT+08:00|8:0:0
Asia/Macau|(UTC+08:00) GMT+08:00|GMT+08:00|8:0:0
Asia/Choibalsan|(UTC+08:00) GMT+08:00|GMT+08:00|8:0:0
Asia/Shanghai|(UTC+08:00) GMT+08:00|GMT+08:00|8:0:0
Asia/Ulaanbaatar|(UTC+08:00) GMT+08:00|GMT+08:00|8:0:0
Asia/Kuala_Lumpur|(UTC+08:00) GMT+08:00|GMT+08:00|8:0:0
Asia/Hong_Kong|(UTC+08:00) GMT+08:00|GMT+08:00|8:0:0
Asia/Brunei|(UTC+08:00) GMT+08:00|GMT+08:00|8:0:0
Asia/Irkutsk|(UTC+08:00) GMT+08:00|GMT+08:00|8:0:0
Asia/Kuching|(UTC+08:00) GMT+08:00|GMT+08:00|8:0:0
Asia/Singapore|(UTC+08:00) GMT+08:00|GMT+08:00|8:0:0
Asia/Makassar|(UTC+08:00) GMT+08:00|GMT+08:00|8:0:0
Antarctica/Casey|(UTC+08:00) GMT+08:00|GMT+08:00|8:0:0
Asia/Taipei|(UTC+08:00) GMT+08:00|GMT+08:00|8:0:0
Australia/Eucla|(UTC+08:45) GMT+08:45|GMT+08:45|8:45:0
Asia/Yakutsk|(UTC+09:00) GMT+09:00|GMT+09:00|9:0:0
Asia/Khandyga|(UTC+09:00) GMT+09:00|GMT+09:00|9:0:0
Asia/Pyongyang|(UTC+09:00) GMT+09:00|GMT+09:00|9:0:0
Asia/Chita|(UTC+09:00) GMT+09:00|GMT+09:00|9:0:0
Asia/Jayapura|(UTC+09:00) GMT+09:00|GMT+09:00|9:0:0
Asia/Seoul|(UTC+09:00) GMT+09:00|GMT+09:00|9:0:0
Asia/Tokyo|(UTC+09:00) GMT+09:00|GMT+09:00|9:0:0
Asia/Dili|(UTC+09:00) GMT+09:00|GMT+09:00|9:0:0
Pacific/Palau|(UTC+09:00) GMT+09:00|GMT+09:00|9:0:0
Australia/Adelaide|(UTC+09:30) GMT+09:30|GMT+09:30|9:30:0
Australia/Darwin|(UTC+09:30) GMT+09:30|GMT+09:30|9:30:0
Australia/Broken_Hill|(UTC+09:30) GMT+09:30|GMT+09:30|9:30:0
Pacific/Port_Moresby|(UTC+10:00) GMT+10:00|GMT+10:00|10:0:0
Australia/Sydney|(UTC+10:00) GMT+10:00|GMT+10:00|10:0:0
Australia/Hobart|(UTC+10:00) GMT+10:00|GMT+10:00|10:0:0
Australia/Brisbane|(UTC+10:00) GMT+10:00|GMT+10:00|10:0:0
Australia/Lindeman|(UTC+10:00) GMT+10:00|GMT+10:00|10:0:0
Pacific/Guam|(UTC+10:00) GMT+10:00|GMT+10:00|10:0:0
Antarctica/DumontDUrville|(UTC+10:00) GMT+10:00|GMT+10:00|10:0:0
Australia/Melbourne|(UTC+10:00) GMT+10:00|GMT+10:00|10:0:0
Australia/Currie|(UTC+10:00) GMT+10:00|GMT+10:00|10:0:0
Pacific/Chuuk|(UTC+10:00) GMT+10:00|GMT+10:00|10:0:0
Asia/Ust-Nera|(UTC+10:00) GMT+10:00|GMT+10:00|10:0:0
Asia/Vladivostok|(UTC+10:00) GMT+10:00|GMT+10:00|10:0:0
Pacific/Saipan|(UTC+10:00) GMT+10:00|GMT+10:00|10:0:0
Australia/Lord_Howe|(UTC+10:30) GMT+10:30|GMT+10:30|10:30:0
Asia/Sakhalin|(UTC+11:00) GMT+11:00|GMT+11:00|11:0:0
Asia/Magadan|(UTC+11:00) GMT+11:00|GMT+11:00|11:0:0
Pacific/Guadalcanal|(UTC+11:00) GMT+11:00|GMT+11:00|11:0:0
Pacific/Efate|(UTC+11:00) GMT+11:00|GMT+11:00|11:0:0
Asia/Srednekolymsk|(UTC+11:00) GMT+11:00|GMT+11:00|11:0:0
Pacific/Bougainville|(UTC+11:00) GMT+11:00|GMT+11:00|11:0:0
Antarctica/Macquarie|(UTC+11:00) GMT+11:00|GMT+11:00|11:0:0
Pacific/Kosrae|(UTC+11:00) GMT+11:00|GMT+11:00|11:0:0
Pacific/Norfolk|(UTC+11:00) GMT+11:00|GMT+11:00|11:0:0
Pacific/Pohnpei|(UTC+11:00) GMT+11:00|GMT+11:00|11:0:0
Pacific/Noumea|(UTC+11:00) GMT+11:00|GMT+11:00|11:0:0
Antarctica/McMurdo|(UTC+12:00) GMT+12:00|GMT+12:00|12:0:0
Pacific/Tarawa|(UTC+12:00) GMT+12:00|GMT+12:00|12:0:0
Pacific/Auckland|(UTC+12:00) GMT+12:00|GMT+12:00|12:0:0
Pacific/Wallis|(UTC+12:00) GMT+12:00|GMT+12:00|12:0:0
Pacific/Wake|(UTC+12:00) GMT+12:00|GMT+12:00|12:0:0
Pacific/Fiji|(UTC+12:00) GMT+12:00|GMT+12:00|12:0:0
Pacific/Nauru|(UTC+12:00) GMT+12:00|GMT+12:00|12:0:0
Asia/Kamchatka|(UTC+12:00) GMT+12:00|GMT+12:00|12:0:0
Asia/Anadyr|(UTC+12:00) GMT+12:00|GMT+12:00|12:0:0
Pacific/Kwajalein|(UTC+12:00) GMT+12:00|GMT+12:00|12:0:0
Pacific/Majuro|(UTC+12:00) GMT+12:00|GMT+12:00|12:0:0
Pacific/Funafuti|(UTC+12:00) GMT+12:00|GMT+12:00|12:0:0
Pacific/Chatham|(UTC+12:45) GMT+12:45|GMT+12:45|12:45:0
Pacific/Apia|(UTC+13:00) GMT+13:00|GMT+13:00|13:0:0
Pacific/Tongatapu|(UTC+13:00) GMT+13:00|GMT+13:00|13:0:0
Pacific/Enderbury|(UTC+13:00) GMT+13:00|GMT+13:00|13:0:0
Pacific/Fakaofo|(UTC+13:00) GMT+13:00|GMT+13:00|13:0:0
Pacific/Kiritimati|(UTC+14:00) GMT+14:00|GMT+14:00|14:0:0
